Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Solar Powering America by Recognizing Communities SolSmart Designation Program,The International City/County Management Association,EE0007154,Soft Costs,node/791371,Funding Opportunity,Solar Powering America by Recognizing Communities,SPARC,Active,9/15/2015,10/31/2020,"$2,998,450 ","$179,310 ",Washington,DC,20002-4201,node/1264476,38.905276,-76.981588,Andrea Fox,"This project creates a national program to recognize local governments across the country for their efforts to build stronger local solar markets. With guidance from a panel of industry experts, the project team has crafted a fresh and accessible designation program signaling that participating communities are prepared to build local workforces and economies through solar market growth. To spur innovation and friendly competition among communities, the team provides annual awards for achievements in various categories. The awards and other competitions will celebrate communities and other stakeholders that break new ground and make remarkable progress."
The Solar Auditor SunShot Prize Team,The Solar Auditor,,Soft Costs,node/791371,Prize Competition,SunShot Prize,SunShot Prize,Active,,,"$25,000 ",,Los Angeles,CA,90066,node/1229676,34.005017,-118.433834,Andrew Thorry ,"The Solar Auditor teamed up with some of the best and brightest solar innovators in Southern California who will work to reduce the time from permit to Permission to Operate (PTO) to seven days, including Aurora Solar, CNG Solar Engineering, Fortune Energy, Financial Advisor Jaci Haas, Home Inspector John Buckley, PV Concepts, Repower Solar, Restart Solar, Simply Solar, Skyfire, Solar Verified, SunStrong Structural, and Your SolarMate. The team will offer a very wide range of services, products and software to make the Solar Auditor the most comprehensive solar broker and marketplace in the country, and will be offering leases for the industry's top quality equipment."
Commercial Property Assessed Clean Energy for Tax-Exempt and Public Entities,The Solar Foundation,EE0006917,Soft Costs,node/791371,Funding Opportunity,Solar Market Pathways,Solar Market Pathways,Inactive,12/15/2014,6/30/2018,"$891,468 ","$315,260 ",Washington,DC,20004,node/1414386,38.895138,-77.022622,Alexander Winn,"This project is working with state and local governments across the country to make Property Assessed Clean Energy (PACE) financing a reality for tax-exempt organizations that have previously been unable to use this financing method. This type of financing will allow affordable housing units, schools, and nonprofit organizations to receive loans for solar energy installations and repay them through a special property tax assessment."
SPARC SolSmart Technical Assistance,The Solar Foundation,EE0007155,Soft Costs,node/791371,Funding Opportunity,Solar Powering America by Recognizing Communities,SPARC,Active,10/1/2015,10/31/2020,"$9,999,996 ","$271,190 ",Washington,DC,20004-2167,node/1264471,38.895138,-77.022622,Philip Haddix,This project provides technical assistance support to communities pursuing SolSmart designation. The team will enable at least 300 communities across the U.S. to qualify for the SolSmart designation via a three-pronged approach to delivering technical assistance: one-on-one technical assistance delivery to communities from a team of experienced national experts; the use of SolSmart Corps Fellows to help select communities identify and reduce soft cost barriers; and peer mentorship and learning.
Solar Training Network,The Solar Foundation,EE0007319,Soft Costs,node/791371,Funding Opportunity,Solar Training and Education for Professionals,STEP,Active,3/1/2016,2/28/2019,"$2,107,862 ","$34,295 ",Washington,DC,20005,node/1712896,38.90266,-77.03212,Ed Gilliland,"The Solar Foundation is administering the Solar Training Network, which connects solar workforce trainers, solar employers, and individuals interested in working in the solar industry. This project leverages the experience and expertise of its team members to develop and expand training and workforce capacity building nationwide. It builds on the success of an earlier SunShot program, the Solar Instructor Training Network."
Solar Ready Vets,The Solar Foundation,EE0007320,Soft Costs,node/791371,Funding Opportunity,Solar Training and Education for Professionals,STEP,Inactive,3/1/2016,8/31/2017,"$1,947,730 ","$41,250 ",Washington,DC,20004-1612,node/1712891,38.895138,-77.022622,Ed Gilliland,This project takes an innovative approach to providing transitioning veterans with promising civilian career paths in solar energy while also providing the solar industry with highly qualified and motivated workers.
"Commissioning, Operations, & Maintenance (Software To Optimize Solar PV Installation and Operation)",Tigo Energy,EE0005838,Technology to Market,node/928446,Funding Opportunity,Incubator 6,Incubator 6,Inactive,6/12/2012,6/11/2013,"$500,000 ","$724,481 ",Santa Clara,CA,95032-4511,node/791011,37.226062,-121.930245,Scott McCalmont,assistance: one-on-one technical assistance delivery to communities from a team of experienced national experts; the use of SolSmart Corps Fellows to help select communities identify and reduce soft cost barriers; and peer mentorship and learning.
Developing Thin-Film Deposition in an Open Atmosphere to Reduce Solar osts,TiSol,,Technology to Market,node/928446,Lab Award,NREL ARRA PV Technology Pre-Incubator Awards,Pre-Incubator,Inactive,2009,,"$499,100 ",,Pasadena,CA,91105,node/791011,34.16424,-118.083005,,"TiSol worked on the development of a viable technology for thin-film deposition in open atmosphere, using a unique flame synthesis methodology, to reduce the cost and to increase the deployment of dye-sensitized solar cells through a reel-to-reel fabrication of layers within the dye cell."
Cost-Efficient and Highly Weather-Resistant Solar Panel Backsheet Produced through Continuous Co-Extrusion Processing,Tomark-Worthen,EE0008143,Technology to Market,node/928446,Funding Opportunity,Technology to Market Technology to Market 3,T2M3,Active,10/1/2017,12/31/2019,"$443,120 ","$116,000 ",Nashua,NH,03063-1009,node/3029169,42.779558,-71.513044,Christopher Thellen,"Photovoltaic backsheet is a critical component to most solar modules as it provides insulation and protection to the module from environment forces such as moisture and ultraviolet light. Tomark-Worthen LLC will use novel thermoplastics to develop a backsheet material that is lower in cost than fluoropolymer-based backsheet in the field today, while reducing solar panel replacement costs by providing more than a 30-year expected service-life. This novel backsheet is created through co-extrusion, which allows for recycled content to be used in the production of the backsheet without the use of adhesives and polyethylene terephthalate, which are known to suffer from hydrolytic degradation in solar applications."
Desalination Driven by Steam-Generating Concentrating Solar Collector,Trevi Systems Inc,SC0013746,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research,SBIR,Inactive,6/8/2015, 3/7/2016,"$224,940 ",,Petaluma,CA,94954,node/790986,38.25293,-122.62156,Michael Greene,"Trevi Systems, Inc will help expand the country&rsquo;s water resources by providing an extremely efficient desalination process, which can produce water that is priced competitively with conventional sources. The process will be driven by solar thermal energy and will reduce electricity use so that the water production does not rely on non-renewable energy."
Solar Training for Design Professionals,Trust for Conservation Innovation,EE0007324,Soft Costs,node/791371,Funding Opportunity,Solar Training and Education for Professionals,STEP,Inactive,4/1/2016,9/30/2018,"$799,949 ",,Oakland,CA,94612,node/1712886,37.813468,-122.307917,Maureen Guttman,"This project supports the development and dissemination of solar reference materials and training for building design professionals. The Trust for Conservation Innovation works closely with its partner organizations, the Building Codes Assistance Project and the Center for Sustainable Energy, to complete this project. The project targets multiple interrelated audiences in the building design field, leveraging the similarity of educational materials needed, while establishing consistency in and amplifying understanding."
