Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Consumer Destination Site For PV Featuring A Reverse Auction Online Marketplace,EnergySage,DE-EE0006464,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 8,Inactive,10/1/2013,9/30/2015,"$1,168,556.40","$1,250,000 ",Boston,MA,02109,node/791011,42.36324,-71.05377,Vikram Aggarwal,"The EnergySage Marketplace transforms the complex solar PV shopping process into a simple, online comparison-shopping experience. The unique, innovative platform provides unprecedented levels of choice, transparency, and information at no cost to consumers, who can compare quotes from multiple pre-screened installers in an apples-to-apples matrix format across all financing options. EnergySage slashes time and effort for both consumers and installers, significantly reducing customer acquisition costs, boosting consumer confidence, and accelerating mass market solar adoption."
CPV Solar Modules for Utility Scale Solar,Semprius,NREL/SR-5200-54690,Manufacturing and Competitiveness,node/928446,Lab Award,SunShot Incubator Program,Incubator 3,Inactive,2010,,"$3,000,000 ",$0.00,Durham,NC,27713,node/791011,35.994033,-78.898619,Kanchan Ghosal,"Semprius developed CPV modules for use in utility-scale installations. Using the company's proprietary microtransfer printing technology, CPV modules are constructed from many very small, gallium-arsenide-based multijunction solar cells. The large number of cells improves reliability through redundancy, and the tiny size of the cells delivers thermal management at no extra cost. A high-concentration ratio minimizes module cost, and inexpensive optics concentrate sunlight onto the high-efficiency solar cells, which cover only 0.1% of the module area. The unique design, along with the novel manner of assembly, results in less-expensive modules. "
Crowd-Funded Solar Projects,Solar Mosaic,DE-EE0005835,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 6,Inactive,6/12/2012,9/30/2014,"$1,799,860.89","$3,081,800 ",Berkeley,CA,94710-2227,node/791011,37.870151,-122.259461,Billy Parish,Solar Mosaic brings much-needed capital to the solar industry with a web platform for everyday Americans to create and fund solar projects. Mosaic's unique online crowdfunding platform helps to reduce the soft costs of solar financing and customer acquisition while enabling thousands of Americans to own a piece of the growing clean energy economy.
Deploying an Integrated and Comprehensive Residential Solar Financing Software Platform,Sighten,DE-EE0006690,"Manufacturing and Competitiveness, Soft Costs","node/928446, node/791371",Funding Opportunity,SunShot Incubator Program,Incubator 9,Inactive,9/30/2014,9/30/2016,"$1,000,000 ","$1,683,131.97",San Francisco,CA,94103-2994,node/791016,37.77264,-122.409915,Conlan O'Leary ,"The goal of this project is to build a comprehensive software platform to streamline and consolidate the disparate tools currently used to deploy and manage capital in distributed generation solar assets. The platform spans the entire lifecycle of a solar asset from tools to improve origination and pricing to features that automate ongoing reporting and analytics, driving efficiency and scalability while reducing costs and mitigating risk."
Developing a Thin-Film CIGS Module that Improves Light Harvesting ,Stion,,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 4,Inactive,2011,,"$1,000,000 ",$0.00,San Jose,CA,95119,node/791011,37.231816,-121.782228,,"Stion developed a disruptive technology based on a tandem copper indium gallium diselenide (CIGS) module that uses a revolutionary thin-film design to enable broader and more effective harvesting of available light. The tandem module, which utilizes mechanically stacked top and bottom modules to avoid the design and manufacturing challenges associated with multijunction monolithic integration, enables 18% efficiency on full-size CIGS modules."
Developing Modules for High Volume Manufacturing,Solaria Corporation,,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 1,Inactive,2007,,"$1,389,206 ",$0.00,Fremont,CA,94555,node/791011,37.567768,-122.052218,,"Solaria was producing a non-tracking, cost-effective, standard module form factor with 2-3x concentration that can be manufactured in a reliable high-volume automated process that is based on a reliable PV-multiplying process that yields two to three highly efficient cells from one via solar cell singulation and optical amplification."
Development of A Solar Storage Operations Center (SSOC),SunEdison (Formerly Solar Grid Storage),DE-EE0006694,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 9,Inactive,9/30/2014,6/30/2016,"$16,671.09","$17,702.30",Silver Spring,MD,20910,node/791016,39.00415,-77.039175,Sanjeev Choudary,"The goal of this project is to develop a Solar Storage Operations Center (SSOC) to address the unique needs of managing grid-connected photovoltaic (PV) + storage assets. The SSOC will make it possible to bring together multiple storage sites and enhance grid stability with every new PV + storage resource installed, all the while reducing deployment costs. A scalable solution, the SSOC will help mitigate concerns about high-penetration PV deployment by enabling cost-effective control of residential, commercial, and utility-scale PV + storage systems."
Development of An Abrasion-Resistant Antisoiling Coating for Front-Surface Reflectors,Sundog Solar Technology,DE-EE0006696,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 9,Inactive,9/30/2014,4/30/2016,"$445,031.10","$312,650.73",Arvada,CO,80002-1613,node/791016,39.790757,-105.084969,Randal Gee,The goal of this project is to create an abrasion resistant and hydrophobic coating for front surface reflector that can be used on heliostat or trough reflectors for Concentrating Solar Power plants. This will lead to increased reflectance improving overall system efficiency by providing more heat to the working fluids.
Development of Low-Cost Suspension Heliostat,Solaflect Energy,GO28308,"Concentrating Solar Power, Manufacturing and Competitiveness","node/790241, node/928446 ",Funding Opportunity,SunShot Incubator Program,Incubator 5,Inactive,12/7/2011,12/6/2012,"$999,595 ",$0.00,Norwich,VT,05055,node/791011,43.74783,-72.30186,William Bender,"Solaflect Energy has developed a low-cost Suspension HeliostatTM that dramatically reduces steel usage by utilizing steel cables to stabilize mirror panels rather than steel truss structures. The SunShot project will focus on continued development of the heliostat design, design for robotic manufacture, reduction of manufacturing and installation labor requirements, and the transition to high volume commercialization. "
Distribution Decision Support Platform For Automated And Standardized Distributed Generation,GridUnity (Formerly Qado Energy),DE-EE0005986,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 7,Inactive,10/1/2012,9/30/2013,"$492,954.00","$340,671.00",Summit,NJ,07901-2563,node/791011,40.714638,-74.364612,Brian Fitzsimons,GridUnity is working to provide utilities and distributed generation developers a new decision support platform that enables them to quickly assess the technical impacts and commercial benefits of deploying distributed energy resources onto the grid.
Distribution Grid Analytics Platform for Automated DG interconnection Analysis and Grid Optimization,GridUnity (Formerly Qado Energy),DE-EE0006688,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 9,Inactive,9/1/2014,9/30/2016,"$1,706,921.72","$1,706,921.72",Summit,NJ,07901-2563,node/791016,40.714638,-74.364612,Brian Fitzsimmons,The goal of this project is to accelerate the engineering and economic decision making required for the reliable interconnection of DER from months to minutes. The capability to radically reduce the time it takes to analyze complex situations and make fact-based decisions reduces stakeholder risk and enables a sea change in business operations and customer engagement.
Economic On-Grid Solar Energy via Organic Thin Film Technology,Plextronics,NREL/SR-520-47289,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 1,Inactive,2007,,"$3,000,000 ",$0.00,Pittsburgh,PA,15238,node/791011,40.523045,-79.863283,"D. Laird, J. Bernkopf","PlexTronics pursued enabling the low-cost, high-volume manufacture of organic photovoltaic (OPV) devices for use as alternative energy sources by developing cells and modules with efficiencies greater than 5.8% and 3.5%, respectively, and lifetimes over 5000 hours. "
End-to-End Workflow Automation for Solar Project Development,Sunrun,DE-EE0006468,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 8,Inactive,10/1/2013,9/30/2015,"$720,000.00","$1,726,660 ",San Francisco,CA,94105,node/791011,37.789018,-122.391506,Gary Wayne,"Sunrun is creating an integrated system that will streamline solar project development through automatic design, costing, simulation, proposal generation, pricing, permitting, and field change management. This end-to-end platform will optimize system performance and greatly reduce project cost and lead-to-cash process time."
